"","id_no","binomial"
"57088",57964,"Platypelis tuberifera"
"57090",57990,"Ramanella palmata"
"57091",59279,"Eurycea wilderae"
"57092",55387,"Plectrohyla ameibothalame"
"57094",61850,"Kaloula assamensis"
"57095",57220,"Lynchius nebulanastes"
"57096",59577,"Nectocaecilia petersii"
"57097",54827,"Melanophryniscus rubriventris"
"57101",54652,"Rhinella gnustae"
"57102",58522,"Ptychadena retropunctata"
"57104",58650,"Sanguirana luzonensis"
"57114",58856,"Philautus ingeri"
"57117",55984,"Scinax pachycrus"
"57118",18435557,"Osornophryne puruanta"
"57119",56368,"Cycloramphus eleutherodactylus"
"57120",54748,"Vandijkophrynus robinsoni"
"57121",56269,"Leptopelis nordequatorialis"
"57122",58427,"Quasipaa jiulongensis"
"57123",59180,"Bolitoglossa mexicana"
"57125",58006,"Stereocyclops incrassatus"
"57126",54901,"Centrolene altitudinale"
"57127",54637,"Rhinella fernandezae"
"57129",158610,"Melanophryniscus langonei"
"57130",58508,"Ptychadena mahnerti"
"57133",55071,"Hyloxalus delatorreae"
"57134",55377,"Hypsiboas alboniger"
"57135",7145,"Eleutherodactylus junori"
"57136",56561,"Eleutherodactylus dilatus"
"57137",58212,"Amolops jinjiangensis"
"57138",56224,"Hyperolius zonatus"
"57142",58860,"Philautus kempiae"
"57143",61881,"Pseudophilautus hallidayi"
"57145",135902,"Mantidactylus bellyi"
"57146",55417,"Dendropsophus bogerti"
"57147",56829,"Pristimantis parectatus"
"57148",58773,"Strongylopus wageri"
"57149",17630,"Plethodon caddoensis"
"57152",56611,"Pristimantis ganonotus"
"57154",55743,"Litoria obtusirostris"
"57155",55501,"Plectrohyla hazelae"
"57158",56962,"Pristimantis signifer"
"57159",58063,"Arthroleptella villiersi"
"57160",57802,"Ctenophryne minor"
"57161",55137,"Hyloxalus pulchellus"
"57162",59329,"Plethodon albagula"
"57166",54924,"Centrolene lynchi"
"57168",55863,"Phyllomedusa sauvagii"
"57169",58913,"Raorchestes anili"
"57170",59370,"Pseudoeurycea aurantia"
"57171",6715,"Latonia nigriventer"
"57173",6715,"Latonia  nigriventer"
"57176",59466,"Salamandra infraimmaculata"
"57181",55339,"Gastrotheca helenae"
"57182",59440,"Cynops cyanurus"
"57183",190492,"Allobates paleovarzensis"
"57184",59085,"Batrachuperus pinchonii"
"57185",2665,"Iranodon persicus"
"57186",57273,"Engystomops randi"
"57188",59138,"Bolitoglossa alvaradoi"
"57191",57471,"Mantidactylus charlotteae"
"57193",59525,"Caecilia perdita"
"57194",55449,"Hyla cinerea"
"57200",58256,"Discodeles guppyi"
"57225",57416,"Boophis miniatus"
"57226",54355,"Philoria sphagnicolus"
"57227",55070,"Anomaloglossus degranvillei"
"57228",58039,"Xenorhina subcrocea"
"57229",54856,"Osornophryne bufoniformis"
"57230",58297,"Hildebrandtia ornatissima"
"57231",55599,"Hyloscirtus phyllognathus"
"57233",54394,"Arthroleptis xenodactyloides"
"57234",56025,"Stefania coxi"
"57236",55207,"Ranitomeya variabilis"
"57237",55324,"Gastrotheca argenteovirens"
"57240",55885,"Plectrohyla sagorum"
"57241",59127,"Batrachoseps luciae"
"57242",61797,"Hyperolius dintelmanni"
"57243",58196,"Hylarana galamensis"
"57244",16191,"Paratelmatobius lutzii"
"57245",54767,"Rhinella sternosignata"
"57249",55452,"Bokermannohyla claresignata"
"57250",56657,"Pristimantis hybotragus"
"57251",56301,"Adelophryne gutturosa"
"57252",59620,"Ichthyophis husaini"
"57253",58340,"Limnonectes ibanorum"
"57257",135995,"Amietia lubrica"
"57258",11452,"Leiopelma hochstetteri"
"57267",54968,"Nymphargus luteopunctatus"
"57268",55372,"Exerodonta abdivita"
"57269",58032,"Xenorhina multisica"
"57270",57504,"Spinomantis microtis"
"57271",55333,"Gastrotheca excubitor"
"57272",56397,"Eleutherodactylus adelus"
"57273",190988,"Cryptotriton sierraminensis"
"57274",55286,"Acris crepitans"
"57297",57419,"Boophis pauliani"
"57298",21532,"Taudactylus liemi"
"57299",57732,"Callulops doriae"
"57303",55819,"Trachycephalus hadroceps"
"57304",57632,"Xenophrys boettgeri"
"57307",55833,"Phyllodytes gyrinaethes"
"57308",55590,"Dendropsophus pauiniensis"
"57309",56258,"Leptopelis spiritusnoctis"
"57311",12155,"Litoria verreauxii"
"57312",56103,"Heterixalus punctatus"
"57315",58646,"Rana longicrus"
"57316",59022,"Rhacophorus taipeianus"
"57317",59457,"Paramesotriton chinensis"
"57320",56892,"Pristimantis pyrrhomerus"
"57321",59055,"Ambystoma dumerilii"
"57322",57505,"Boehmantis microtympanum"
"57323",58228,"Amolops tuberodepressus"
"57324",54568,"Rhinella amabilis"
"57325",58486,"Rana multidenticulata"
"57326",56232,"Kassina maculifer"
"57329",56696,"Ischnocnema lactea"
"57331",56881,"Pristimantis pruinatus"
"57332",135778,"Amolops caelumnoctis"
"57333",41103,"Litoria pallida"
"57337",56939,"Pristimantis ruthveni"
"57338",56204,"Hyperolius semidiscus"
"57339",59268,"Eurycea longicauda"
"57340",57877,"Microhyla borneensis"
"57347",56484,"Pristimantis cacao"
"57348",57316,"Pseudopaludicola mirandae"
"57349",59199,"Bolitoglossa riletti"
"57350",59325,"Oedipina stuarti"
"57351",54366,"Arthroleptis bivittatus"
"57352",54402,"Cardioglossa gracilis"
"57353",56401,"Pristimantis alalocophus"
"57354",57188,"Odontophrynus carvalhoi"
"57355",56247,"Leptopelis brevirostris"
"57357",136182,"Adenomera thomei"
"57358",57947,"Pherohapsis menziesi"
"57359",58463,"Platymantis lawtoni"
"57362",979,"Alytes dickhilleni"
"57363",56182,"Hyperolius platyceps"
"57364",54928,"Centrolene notostictum"
"57366",55514,"Isthmohyla infucata"
"57367",58934,"Raorchestes viridis"
"57369",55844,"Phyllomedusa burmeisteri"
"57370",57927,"Oreophryne parkeri"
"57371",54536,"Atelopus pachydermus"
"57372",55115,"Colostethus mertensi"
"57374",56702,"Hypodactylus latens"
"57378",58115,"Phrynobatrachus guineensis"
"57379",58905,"Pseudophilautus simba"
"57380",55914,"Ptychohyla macrotympanum"
"57381",59385,"Pseudoeurycea lynchi"
"57384",58404,"Nyctibatrachus sylvaticus"
"57385",159222,"Pelophryne murudensis"
"57386",41135,"Crinia glauerti"
"57387",54351,"Austrochaperina robusta"
"57389",55425,"Hypsiboas caingua"
"57393",57174,"Leptodactylus viridis"
"57394",57622,"Scutiger sikimmensis"
"57397",56793,"Eleutherodactylus nitidus"
"57410",59356,"Plethodon teyahalee"
"57411",56265,"Leptopelis millsoni"
"57412",56893,"Pristimantis quantus"
"57413",59051,"Ambystoma andersoni"
"57414",56254,"Leptopelis fenestratus"
"57415",57361,"Telmatobius sibiricus"
"57416",57559,"Leptobrachium smithi"
"57422",59522,"Caecilia occidentalis"
"57426",29430,"Dendropsophus amicorum"
"57427",57428,"Boophis septentrionalis"
"57430",54840,"Nectophrynoides laevis"
"57431",12143,"Litoria aurea"
"57435",54515,"Atelopus guanujo"
"57436",55655,"Hypsiboas sibleszi"
"57437",55258,"Aromobates molinarii"
"57438",56900,"Craugastor raniformis"
"57441",57928,"Oreophryne pseudasplenicola"
"57442",59503,"Caecilia antioquiaensis"
"57443",54792,"Rhinella veraguensis"
"57444",55042,"Colostethus agilis"
"57445",56165,"Hyperolius mitchelli"
"57447",56353,"Crossodactylus grandis"
"57448",56713,"Pristimantis leoni"
"57449",57095,"Hylodes mertensi"
"57450",58000,"Scaphiophryne marmorata"
"57451",58734,"Rana temporaria"
"57687",59287,"Pseudoeurycea nigra"
"57688",54576,"Rhinella arenarum"
"57690",57025,"Craugastor uno"
"57692",58332,"Limnonectes doriae"
"57699",59057,"Ambystoma gracile"
"57704",55143,"Hyloxalus ruizi"
"57705",58047,"Xenorhina oxycephala"
"57708",186159,"Raorchestes chlorosomma"
"57710",56361,"Cycloramphus brasiliensis"
"57711",59191,"Bolitoglossa palmata"
"57712",57970,"Rhombophryne coudreaui"
"57713",58927,"Raorchestes travancoricus"
"57714",57542,"Leptobrachella baluensis"
"57718",135806,"Pelophylax caralitanus"
"57721",56485,"Strabomantis cadenai"
"57722",56424,"Diasporus anthrax"
"57724",56688,"Eleutherodactylus jugans"
"57725",56847,"Craugastor persimilis"
"57727",58813,"Pseudophilautus alto"
"57728",56341,"Ceratophrys stolzmanni"
"57732",57743,"Metamagnusia slateri"
"57733",57251,"Physalaemus deimaticus"
"57734",136009,"Pristimantis thyellus"
"57735",57562,"Leptolalax arayai"
"57736",58750,"Pseudorana weiningensis"
"57737",54628,"Rhinella diptycha"
"57739",55582,"Hyloscirtus pacha"
"57740",58356,"Odorrana mawphlangensis"
"57744",12144,"Litoria brevipalmata"
"57747",56001,"Scinax trapicheiroi"
"57749",55768,"Litoria daymani"
"57750",19513,"Rhinoderma darwinii"
"57789",56474,"Pristimantis brevifrons"
"57790",56583,"Pristimantis eremitus"
"57792",58254,"Conraua robusta"
"57794",58676,"Odorrana nasuta"
"57795",55725,"Litoria havina"
"57798",55259,"Aromobates orostoma"
"57799",56377,"Cycloramphus ohausi"
"57800",59188,"Bolitoglossa occidentalis"
"57802",11663,"Leptodactylus marambaiae"
"57803",136159,"Hylarana waliesa"
"57807",58910,"Pseudophilautus amboli"
"57808",56146,"Hyperolius kachalolae"
"57809",56625,"Eleutherodactylus grabhami"
"57810",59125,"Batrachoseps incognitus"
"57811",54769,"Duttaphrynus stuarti"
"57812",57406,"Boophis idae"
"57813",57110,"Lepidobatrachus asper"
"57815",55739,"Litoria multiplica"
"57816",55962,"Scinax heyeri"
"57817",190992,"Ichthyophis sendenyu"
"57818",136104,"Psychrophrynella quimsacruzis"
"57819",54656,"Peltophryne guentheri"
"57821",56273,"Leptopelis omissus"
"57822",58997,"Rhacophorus harrissoni"
"57827",58417,"Nanorana annandalii"
"57828",58973,"Rhacophorus arboreus"
"57838",56448,"Pristimantis baiotis"
"57839",58551,"Hylarana aurantiaca"
"57846",58815,"Theloderma andersoni"
"57850",59254,"Desmognathus ocoee"
"57852",57248,"Physalaemus crombiei"
"57853",59353,"Plethodon sequoyah"
"57855",55918,"Ptychohyla spinipollex"
"57859",59240,"Dendrotriton rabbi"
"57860",59163,"Bolitoglossa franklini"
"57861",193430,"Ranitomeya summersi"
"57862",55254,"Aromobates duranti"
"57863",56457,"Pristimantis bellona"
"57864",56814,"Pristimantis orestes"
"57865",41169,"Metacrinia nichollsi"
"57866",56754,"Eleutherodactylus melacara"
"57868",58970,"Rhacophorus angulirostris"
"57870",57878,"Microhyla butleri"
"57876",56961,"Pristimantis shrevei"
"57877",61864,"Odorrana absita"
"57878",135812,"Boophis axelmeyeri"
"57884",56766,"Craugastor mimus"
"57885",56367,"Cycloramphus duseni"
"57886",136091,"Gegeneophis mhadeiensis"
"57887",57211,"Phrynopus horstpauli"
"57888",56371,"Cycloramphus izecksohni"
"57890",57590,"Oreolalax jingdongensis"
"57891",57660,"Adelastes hylonomos"
"57892",57163,"Leptodactylus riveroi"
"57893",58359,"Limnonectes microtympanum"
"57894",59365,"Pseudoeurycea ahuitzotl"
"57895",54548,"Atelopus seminiferus"
"57896",57644,"Xenophrys mangshanensis"
"57897",57458,"Gephyromantis ambohitra"
"57900",59220,"Bradytriton silus"
"57901",56877,"Eleutherodactylus probolaeus"
"57902",59117,"Aneides hardii"
"57903",58034,"Xenorhina ocellata"
"57904",57566,"Leptolalax hamidi"
"57907",58313,"Indirana longicrus"
"57908",158541,"Pristimantis altamnis"
"57909",18583,"Pseudophryne australis"
"57910",59556,"Geotrypetes pseudoangeli"
"57912",58495,"Ptychadena bunoderma"
"57913",55913,"Ptychohyla leonhardschultzei"
"57919",58398,"Nyctibatrachus humayuni"
"57922",54596,"Bufo bufo"
"58029",58205,"Amolops chunganensis"
"58035",57249,"Physalaemus cuqui"
"58036",56870,"Craugastor podiciferus"
"58037",57579,"Megophrys kobayashii"
"58038",55489,"Tlalocohyla godmani"
"58041",59090,"Hynobius arisanensis"
"58042",61760,"Oreophrynella weiassipuensis"
"58043",59026,"Rhacophorus turpes"
"58044",58178,"Xenopus petersii"
"58045",57016,"Pristimantis truebae"
"58046",54470,"Ansonia inthanon"
"58048",57037,"Eleutherodactylus verrucipes"
"58053",57657,"Xenophrys wuliangshanensis"
"58056",61905,"Plethodon sherando"
"58057",136147,"Phyllodytes maculosus"
"58058",57546,"Leptobrachella palmata"
"58059",59404,"Pseudotriton ruber"
"58060",59459,"Paramesotriton guanxiensis"
"58061",54543,"Atelopus planispina"
"58062",39262,"Eurycea rathbuni"
"58063",55170,"Andinobates abditus"
"58064",54395,"Arthroleptis xenodactylus"
"58069",57998,"Scaphiophryne gottlebei"
"58070",56242,"Leptopelis barbouri"
"58080",54452,"Brachycephalus didactylus"
"58082",61825,"Gastrotheca piperata"
"58089",194803,"Pristimantis rivasi"
"58091",56776,"Eleutherodactylus montanus"
"58093",58105,"Phrynobatrachus dalcqi"
"58094",58415,"Occidozyga sumatrana"
"58108",58586,"Babina daunchina"
"58109",58980,"Rhacophorus bimaculatus"
"58119",57255,"Physalaemus fernandezae"
"58124",12147,"Litoria lesueurii"
"58125",54487,"Atelopus andinus"
"58126",54562,"Atelopus walkeri"
"58128",55778,"Litoria obsoleta"
"58129",56081,"Afrixalus uluguruensis"
"58131",57902,"Oreophryne anthonyi"
"58135",58269,"Fejervarya cancrivora"
"58287",58151,"Phrynobatrachus werneri"
"58288",29588,"Pelophryne albotaeniata"
"58291",57769,"Cophixalus aenigma"
"58292",54739,"Anaxyrus punctatus"
"58297",55087,"Colostethus furviventris"
"58298",55396,"Hyla arenicolor"
"58299",56097,"Heterixalus andrakata"
"58301",41157,"Limnodynastes depressus"
"58303",58108,"Phrynobatrachus elberti"
"58304",59152,"Bolitoglossa decora"
"58305",55295,"Agalychnis spurrelli"
"58309",54718,"Pseudepidalea oblonga"
"58310",55160,"Allobates trilineatus"
"58311",56422,"Strabomantis anomalus"
"58312",57942,"Oxydactyla coggeri"
"58314",136029,"Rhinella tacana"
"58315",56541,"Eleutherodactylus cubanus"
"58316",56989,"Eleutherodactylus syristes"
"58317",57133,"Leptodactylus hylodes"
"58318",58261,"Euphlyctis ehrenbergii"
"58320",56127,"Hyperolius concolor"
"58321",56420,"Pristimantis angustilineatus"
"58324",56717,"Pristimantis librarius"
"58328",59253,"Desmognathus ochrophaeus"
"58332",57917,"Oreophryne inornata"
"58336",58829,"Raorchestes chalazodes"
"58337",59187,"Bolitoglossa oaxacensis"
"58338",61801,"Atelognathus jeinimenensis"
"58339",29471,"Eleutherodactylus casparii"
"58340",56803,"Pristimantis ockendeni"
"58341",59077,"Cryptobranchus alleganiensis"
"58345",54519,"Atelopus laetissimus"
"58347",54913,"Vitreorana gorzulae"
"58348",41112,"Litoria tornieri"
"58352",55032,"Hyalinobatrachium ruedai"
"58354",55100,"Allobates kingsburyi"
"58355",55999,"Scinax sugillatus"
"58357",57642,"Xenophrys longipes"
"58360",58707,"Pelophylax saharicus"
"58372",41177,"Neobatrachus pelobatoides"
"58373",136000,"Pseudophilautus maia"
"58374",59519,"Caecilia marcusi"
"58375",57180,"Megaelosia bocainensis"
"58376",57556,"Leptobrachium montanum"
"58381",56636,"Eleutherodactylus guanahacabibes"
"58382",55836,"Phyllodytes melanomystax"
"58383",57925,"Oreophryne monticola"
"58385",57528,"Mantidactylus tricinctus"
"58387",59492,"Siren lacertina"
"58390",58833,"Pseudophilautus cuspis"
"58391",57363,"Telmatobius stephani"
"58392",58128,"Phrynobatrachus natalensis"
"58394",55123,"Allobates ornatus"
"58395",56468,"Craugastor bocourti"
"58396",58954,"Taruga  longinasus"
"58400",56086,"Afrixalus wittei"
"58401",57186,"Odontophrynus americanus"
"58402",56617,"Eleutherodactylus glandulifer"
"58403",55518,"Hyloscirtus jahni"
"58406",55221,"Epipedobates espinosai"
"58407",59567,"Idiocranium russeli"
"58408",57418,"Boophis opisthodon"
"58410",57333,"Telmatobius contrerasi"
"58411",58193,"Hylarana amnicola"
"58412",58671,"Lithobates montezumae"
"58413",56459,"Pristimantis bernali"
"58414",61873,"Odorrana orba"
"58416",57134,"Leptodactylus jolyi"
"58417",59288,"Pseudoeurycea parva"
"58418",57208,"Hypodactylus fallaciosus"
"58419",56909,"Eleutherodactylus rhodesi"
"58420",58600,"Pelophylax fukienensis"
"58422",58189,"Amietia ruwenzorica"
"58423",55271,"Discoglossus sardus"
"58438",55010,"Hyalinobatrachium duranti"
"58439",55800,"Osteocephalus pearsoni"
"58441",57813,"Gastrophryne carolinensis"
"58443",55577,"Charadrahyla nephila"
"58446",55167,"Hyloxalus whymperi"
"58447",56536,"Oreobates cruralis"
"58448",59429,"Thorius troglodytes"
"58449",54486,"Rhinella chrysophora"
"58451",54622,"Bufo cryptotympanicus"
"58454",57478,"Gephyromantis eiselti"
"58456",54849,"Oreophrynella cryptica"
"58457",55354,"Gastrotheca pseustes"
"58458",57145,"Leptodactylus myersi"
"58463",56433,"Yunganastes ashkapara"
"58464",55986,"Scinax pedromedinae"
"58465",55293,"Agalychnis moreletii"
"58478",57781,"Cophixalus nubicola"
"58479",56577,"Craugastor emcelae"
"58480",59063,"Ambystoma macrodactylum"
"58621",54819,"Melanophryniscus devincenzii"
"58623",55867,"Phyllomedusa trinitatis"
"58625",135730,"Cophixalus timidus"
"58626",56324,"Atelognathus praebasalticus"
"58627",56429,"Pristimantis appendiculatus"
"58629",56568,"Hypodactylus dolops"
"58631",10566,"Hylodes sazimai"
"58632",41055,"Uperoleia borealis"
"58635",55532,"Hyloscirtus lascinius"
"58636",58162,"Pipa parva"
"58638",57201,"Phrynopus barthlenae"
"58639",59444,"Cynops pyrrhogaster"
"58665",58002,"Scaphiophryne spinosa"
"58666",58204,"Odorrana chapaensis"
"58668",59214,"Bolitoglossa taylori"
"58669",59274,"Eurycea quadridigitata"
"58670",59450,"Neurergus kaiseri"
"58671",55874,"Plectrohyla exquisita"
"58672",56238,"Kassinula wittei"
"58673",56513,"Craugastor chrysozetetes"
"58674",57941,"Oxydactyla brevicrus"
"58675",58078,"Petropedetes cameronensis"
"58677",58343,"Limnonectes kenepaiensis"
"58679",55104,"Aromobates leopardalis"
"58680",57268,"Physalaemus obtectus"
"58681",58098,"Phrynobatrachus brevipalmatus"
"58682",58597,"Hylarana faber"
"58683",56439,"Pristimantis aurantiguttatus"
"58685",57584,"Ophryophryne gerti"
"58688",59024,"Rhacophorus translineatus"
"58690",61861,"Hylarana fonensis"
"58692",57205,"Niceforonia columbiana"
"58693",59477,"Triturus marmoratus"
"58696",58336,"Limnonectes grunniens"
"58711",29442,"Physalaemus maximus"
"58712",54594,"Pseudepidalea brongersmai"
"58714",57687,"Austrochaperina basipalmata"
"58715",57960,"Cophyla occultans"
"58717",54829,"Melanophryniscus simplex"
"58718",58765,"Strongylopus fasciatus"
"58719",136057,"Nectophrynoides laticeps"
"58720",56006,"Smilisca baudinii"
"58732",58079,"Petropedetes johnstoni"
"58733",58480,"Platymantis schmidti"
"58735",56683,"Pristimantis johannesdei"
"58737",41123,"Cophixalus ornatus"
"58739",55600,"Isthmohyla picadoi"
"58745",55770,"Litoria fluviatilis"
"58747",56899,"Ischnocnema randorum"
"58748",59087,"Batrachuperus tibetanus"
"58749",54777,"Anaxyrus terrestris"
"58753",58279,"Zakerana mysorensis"
"58754",59587,"Parvicaecilia nicefori"
"58757",41106,"Litoria personata"
"58758",55267,"Alytes maurus"
"58762",56819,"Eleutherodactylus oxyrhyncus"
"58764",56656,"Ischnocnema holti"
"58765",57587,"Ophryophryne pachyproctus"
"58769",56676,"Pristimantis inusitatus"
"58770",56650,"Pristimantis helvolus"
"58773",58223,"Amolops nepalicus"
"58774",54510,"Atelopus farci"
"58775",56056,"Afrixalus brachycnemis"
"58776",202528,"Arthroleptis anotis"
"58777",55400,"Bokermannohyla astartea"
"58778",55190,"Oophaga lehmanni"
"58781",56763,"Pristimantis metabates"
"58782",59290,"Pseudoeurycea orchimelas"
"58784",57008,"Diasporus tinker"
"58785",58138,"Phrynobatrachus rungwensis"
"58786",136143,"Sphaenorhynchus caramaschii"
"58788",54917,"Centrolene hesperium"
"58789",56360,"Cycloramphus boraceiensis"
"58792",56564,"Oreobates discoidalis"
"58793",58068,"Cacosternum leleupi"
"58794",58125,"Phrynobatrachus manengoubensis"
"58795",57058,"Pristimantis xeniolum"
"58796",58796,"Chiromantis simus"
"58800",136086,"Xenophrys serchhipii"
"58801",55788,"Litoria zweifeli"
"58803",56382,"Dischidodactylus colonnelloi"
"58804",59193,"Bolitoglossa peruviana"
"58806",56181,"Hyperolius pictus"
"58808",136178,"Crossodactylus cyclospinus"
"58809",59239,"Dendrotriton megarhinus"
"58810",54983,"Sachatamia punctulata"
"58812",55695,"Aplastodiscus weygoldti"
"58814",56291,"Paracassina kounhiensis"
"58822",136046,"Ranitomeya ignea"
"58823",19475,"Rheobatrachus silus"
"58824",55247,"Mannophryne neblina"
"58825",57782,"Cophixalus parkeri"
"58826",57895,"Microhyla zeylanica"
